date,hour,dayofweek,dayofyear,temp,solar,wind,load
2023-01-02 00:00:00,0,0,2,9.799833391702276,-0.02534764561679669,0.9016138979370638,18.26555092661739
2023-01-02 01:00:00,1,0,2,11.749233931449925,0.3644332969303047,1.108579233650709,19.546804623635875
2023-01-02 02:00:00,2,0,2,11.693222538805154,0.775404452530415,1.8515754965883926,14.751694728173256
2023-01-02 03:00:00,3,0,2,14.255448040505867,1.1892465765324456,1.909284477256272,
2023-01-02 04:00:00,4,0,2,14.073704445230845,1.7793462968782947,3.0071833254312974,13.024446850905543
2023-01-02 05:00:00,5,0,2,14.882151497879521,2.0722440210867723,1.2022897118921043,15.501237343899644
2023-01-02 06:00:00,6,0,2,14.742509503998061,2.308412166801519,1.8490666340429986,17.463197226282734
2023-01-02 07:00:00,7,0,2,17.026123432181734,2.826864767806435,1.1897364702114062,21.002796082255944
2023-01-02 08:00:00,8,0,2,14.660845910411718,2.1115435214547,1.529796402532598,26.839779583945024
2023-01-02 09:00:00,9,0,2,12.822039093204294,2.727329016350115,2.8357725325022427,30.752907125061306
2023-01-02 10:00:00,10,0,2,13.666761028330646,2.945396040517682,1.1435875805670457,33.76407658016479
2023-01-02 11:00:00,11,0,2,10.41746769176904,2.891079384274601,2.1776147689013405,40.784187865355456
2023-01-02 12:00:00,12,0,2,10.553079711232213,2.8656822725036406,2.061133729869275,41.29830533708094
2023-01-02 13:00:00,13,0,2,7.090450766835077,2.6820933509941547,1.810886458645715,46.72097188501738
2023-01-02 14:00:00,14,0,2,6.516030067329028,2.8853848419237056,2.1370512883756825,
2023-01-02 15:00:00,15,0,2,7.005543446163845,2.9981461419836872,1.129377085294667,42.80364616270596
2023-01-02 16:00:00,16,0,2,6.752555677300675,2.79757846497092,2.8191828191427746,47.40681089444692
2023-01-02 17:00:00,17,0,2,5.685955265972086,2.2705967944642347,2.9802966115347527,40.750175201089036
2023-01-02 18:00:00,18,0,2,5.228567833839217,2.2018789917627,1.8536521331162281,38.372700059342016
2023-01-02 19:00:00,19,0,2,5.213483289192826,2.1292360742897496,3.2792529928287726,39.81540067555338
2023-01-02 20:00:00,20,0,2,4.535567106937837,1.2218027996480125,1.5859725555306878,33.31087049402808
2023-01-02 21:00:00,21,0,2,6.08883800190001,1.1360419717457595,2.065648510774408,26.165361990524307
2023-01-02 22:00:00,22,0,2,7.383577345267668,0.8471198464459844,2.684522752725348,28.351793803453393
2023-01-02 23:00:00,23,0,2,10.107243116933764,0.4003210275103046,1.5499866383268945,19.578376099365784
2023-01-03 00:00:00,0,1,3,10.859814961800998,0.17012667880347884,1.1412987665063157,20.529446507021404
2023-01-03 01:00:00,1,1,3,10.047251742382407,0.10211994863725776,1.0031979624626661,15.466202177324607
2023-01-03 02:00:00,2,1,3,13.340280641627333,0.5953336326169281,3.2067241401755737,10.119697004834293
2023-01-03 03:00:00,3,1,3,13.666648297748958,1.314089552780276,1.6528134114507118,12.900834161230566
2023-01-03 04:00:00,4,1,3,14.16940169084877,1.198269938198437,1.8587861437828794,12.275918794545495
2023-01-03 05:00:00,5,1,3,15.957502092518748,2.035773948808491,1.302569754841346,16.0993908983482
2023-01-03 06:00:00,6,1,3,16.54719619472849,2.266034899910259,2.5392317694314914,18.940661861855958
2023-01-03 07:00:00,7,1,3,16.277105922794078,2.589872921939213,1.5012922862992275,23.35085905645569
2023-01-03 08:00:00,8,1,3,14.007106167932092,2.57127419552673,1.6754703852371855,26.602936949709914
2023-01-03 09:00:00,9,1,3,13.742518202314061,2.945141815910462,2.1499404534836746,33.82171073736721
2023-01-03 10:00:00,10,1,3,13.3474601036361,2.7381111194101297,1.3318006454866351,33.48330930620459
2023-01-03 11:00:00,11,1,3,12.7858370248675,2.9682006763496487,1.8630788401254432,
2023-01-03 12:00:00,12,1,3,10.037022434387247,3.0846972888903874,2.81155395553594,42.781802734033384
2023-01-03 13:00:00,13,1,3,9.036442470056116,2.8713517799315307,2.2271808403440962,49.57082985371117
2023-01-03 14:00:00,14,1,3,6.909861698226511,3.0161900070471397,2.0485535772909937,50.21028559186828
2023-01-03 15:00:00,15,1,3,5.78445614221913,2.6143326828091182,2.0991470275122976,48.47129756685303
2023-01-03 16:00:00,16,1,3,6.998595475704542,2.718862288045673,1.7367471442480402,46.320614444586035
2023-01-03 17:00:00,17,1,3,7.042807569358018,2.7898590348755965,3.1679195936869338,46.20998211477402
2023-01-03 18:00:00,18,1,3,5.444186550652203,1.9247381409404047,1.4829339235135381,40.61590919902097
2023-01-03 19:00:00,19,1,3,6.690100438679218,1.8689083573466512,2.0967838990123364,33.29321282958311
2023-01-03 20:00:00,20,1,3,6.547705678357978,1.2151225388084104,2.039243541639663,31.99932756321752
2023-01-03 21:00:00,21,1,3,6.335543011694674,1.011090480622994,2.5754857061138594,29.348130091668136
2023-01-03 22:00:00,22,1,3,8.377592277740948,0.936887199124301,2.632132565110162,27.624463115781687
2023-01-03 23:00:00,23,1,3,10.760138013185898,0.3155594342116041,1.9510169191417361,
2023-01-04 00:00:00,0,2,4,10.652198228913248,0.1484820277536927,2.2689157562497453,18.001951009465238
2023-01-04 01:00:00,1,2,4,13.546763149349808,0.4762260265745147,2.291636712730284,14.976553079636666
2023-01-04 02:00:00,2,2,4,10.568279163933454,0.7902645486481326,0.7312308670395511,14.610367898513537
2023-01-04 03:00:00,3,2,4,15.04546067833116,0.9816621014162155,1.1411220988952502,16.94833559552558
2023-01-04 04:00:00,4,2,4,15.105198355183562,1.6886994638012471,1.731477645948733,16.136795694362856
2023-01-04 05:00:00,5,2,4,15.218646049002672,1.9499374282056332,1.7575566545557941,15.99799535285273
2023-01-04 06:00:00,6,2,4,15.7797850445587,1.8886882557887894,1.374946407203436,18.578768186254436
2023-01-04 07:00:00,7,2,4,13.530084484867647,2.2690318549026878,2.544265403206093,25.159070266983534
2023-01-04 08:00:00,8,2,4,14.798479399107881,2.1336474092222857,2.095786912992399,26.760336101220485
2023-01-04 09:00:00,9,2,4,14.580670745467684,2.593860967141762,1.9656991319498132,27.11847970899055
2023-01-04 10:00:00,10,2,4,14.665918312764715,2.9347892881027167,1.3408226956774834,37.37237408371404
2023-01-04 11:00:00,11,2,4,11.463849275262156,2.8654841748067046,2.067788941835042,42.27169408003589
2023-01-04 12:00:00,12,2,4,9.87953066513001,2.936870320992743,0.5185050067827484,44.64588708065416
2023-01-04 13:00:00,13,2,4,8.892171998926058,3.3547693343913987,1.9967420738984107,44.83560436595123
2023-01-04 14:00:00,14,2,4,9.103426385725275,3.2032272051144046,2.132426061666569,46.11089712219066
2023-01-04 15:00:00,15,2,4,7.481241471750147,2.7280526908463933,2.2396648509748145,41.84324256615052
2023-01-04 16:00:00,16,2,4,5.828137045333968,2.8461607124130617,1.1560548022943475,44.855129190304645
2023-01-04 17:00:00,17,2,4,6.371662569691213,2.7049115441401863,2.2294059023968003,47.606382739750025
2023-01-04 18:00:00,18,2,4,5.785101817371239,2.3180060357078114,1.4696570984631898,42.78934272868453
2023-01-04 19:00:00,19,2,4,6.827040127110745,1.948896179123714,1.6070339610065152,33.52545842279597
2023-01-04 20:00:00,20,2,4,5.655844155223654,1.7712664356454206,2.5252746918755142,32.66488233964581
2023-01-04 21:00:00,21,2,4,6.824828215492692,1.3414482163523918,3.302984094397762,25.674488848232155
2023-01-04 22:00:00,22,2,4,7.795916114891039,0.5605493502046497,2.1253311156635233,24.19896300890361
2023-01-04 23:00:00,23,2,4,7.930414094378472,0.36726290405136985,1.6042585851977762,22.371417082772105
2023-01-05 00:00:00,0,3,5,11.155768264439041,-0.11041381621190932,2.3060225915335497,21.074031940813356
2023-01-05 01:00:00,1,3,5,12.414798485066958,0.6389042602118136,2.756237817527038,16.357032321290713
2023-01-05 02:00:00,2,3,5,13.364761444016926,0.6937467158329615,2.565418862551192,12.903514288914618
2023-01-05 03:00:00,3,3,5,14.160594759932057,1.0469592591984307,3.8386880465057978,12.422807834474003
2023-01-05 04:00:00,4,3,5,13.774404264246243,1.7698100139474127,1.7636177815707508,13.155193738452102
2023-01-05 05:00:00,5,3,5,15.268631796054446,1.9567165707982985,2.3441592109791296,17.958520992201922
2023-01-05 06:00:00,6,3,5,15.516933470847697,2.634856251881849,3.1221710950784725,20.622558063463305
2023-01-05 07:00:00,7,3,5,14.886999849598187,2.30991240665114,3.0845158652386697,19.944391795953052
2023-01-05 08:00:00,8,3,5,15.028489294630651,2.605980574766884,1.0227735671129223,23.283545565670785
2023-01-05 09:00:00,9,3,5,14.799232750121742,3.1151638221243934,2.190805751003562,29.714517864459413
2023-01-05 10:00:00,10,3,5,15.245833888584995,2.766510833493363,3.0835327825367704,33.34410516165624
2023-01-05 11:00:00,11,3,5,12.328321025718909,3.3661170926575212,3.9272061172670334,39.24549130790835
2023-01-05 12:00:00,12,3,5,11.11719837809723,2.8874561216692554,2.6150978532780416,39.34253323075205
2023-01-05 13:00:00,13,3,5,9.491106846095693,3.224223333714551,1.9721023468096606,44.02526156877132
2023-01-05 14:00:00,14,3,5,6.440876772075426,2.6537207024525116,1.5872984315651166,48.6754312544585
2023-01-05 15:00:00,15,3,5,7.297600205992513,2.8997962426364907,3.52406633754606,45.53796310153623
2023-01-05 16:00:00,16,3,5,6.589751178393299,2.435841662783118,2.630065274907006,71.35124004923509
2023-01-05 17:00:00,17,3,5,8.493260968414411,2.8676157586147286,1.6839801668963004,
2023-01-05 18:00:00,18,3,5,5.667287022593343,1.9981736791964175,2.070926503227282,64.03866234093667
2023-01-05 19:00:00,19,3,5,6.331566198262736,1.7390109658157769,2.378932233124773,62.745801121236866
2023-01-05 20:00:00,20,3,5,6.4948091987470296,1.6715587903136593,2.5191043153604213,56.152490987052445
2023-01-05 21:00:00,21,3,5,6.155436043822195,1.0772047276810524,1.6530491285000768,
2023-01-05 22:00:00,22,3,5,9.502470801889483,0.9498217973938878,1.824306072152255,45.91480791050788
2023-01-05 23:00:00,23,3,5,10.317485794548631,0.2662315276932402,1.2010595856037747,45.57261951234793
2023-01-06 00:00:00,0,4,6,11.822048921517395,-0.15759019132051105,2.884702586798992,39.056809322724945
2023-01-06 01:00:00,1,4,6,11.415724745192211,0.40625304341290147,2.055874132973933,38.05560636941994
2023-01-06 02:00:00,2,4,6,14.933811285410446,0.573098058238225,2.540638202546098,33.12160540195137
2023-01-06 03:00:00,3,4,6,13.164699817614805,1.2865065372215434,3.114200318181919,38.07658117084996
2023-01-06 04:00:00,4,4,6,15.948001087196811,1.752785977059527,2.39276729846049,36.90777682064586
2023-01-06 05:00:00,5,4,6,18.051101731729666,2.0310301200316374,2.193062927466682,39.549536714019176
2023-01-06 06:00:00,6,4,6,15.040480649343658,2.359332381960681,2.3771980991664834,43.20946266043093
2023-01-06 07:00:00,7,4,6,15.294348376316917,2.1177830909700672,2.298761375346259,46.529812611101676
2023-01-06 08:00:00,8,4,6,15.460795358484184,2.6396796959256683,3.0085442117628896,50.28467083231054
2023-01-06 09:00:00,9,4,6,14.063075226290886,2.869105886463402,2.4473482515593967,53.701364462513084
2023-01-06 10:00:00,10,4,6,11.980353543408215,3.3380509016744035,1.9342046012887752,59.65051877916481
2023-01-06 11:00:00,11,4,6,12.39367517479298,3.0114025786532044,2.889554647169973,64.16962289450014
2023-01-06 12:00:00,12,4,6,9.968713260748242,2.6943056476131195,2.999135826851134,65.23262938819585
2023-01-06 13:00:00,13,4,6,10.210514179596924,2.9268701549218314,1.4578468369438446,71.79655913635479
2023-01-06 14:00:00,14,4,6,7.611592740240546,2.914921723837726,3.180515543896986,
2023-01-06 15:00:00,15,4,6,9.045417473559151,2.483222492806614,2.479672276961214,73.42942273770855
2023-01-06 16:00:00,16,4,6,5.917636663215918,2.925749749238655,2.430807183124082,44.684159092355536
2023-01-06 17:00:00,17,4,6,5.879326326823331,2.1888381285261223,2.8648199919940316,42.61239315415802
2023-01-06 18:00:00,18,4,6,6.8445341918440175,2.319880517331448,1.9206593784335555,41.842925894581725
2023-01-06 19:00:00,19,4,6,4.97052352659505,1.7019514468938437,2.833343921550677,39.30384140694235
2023-01-06 20:00:00,20,4,6,6.9283498901562846,1.8787231465465914,2.0347799311934094,32.6276230293435
2023-01-06 21:00:00,21,4,6,8.802625822824037,1.152002524732416,1.3758748052099197,26.069041164160037
2023-01-06 22:00:00,22,4,6,6.923533739913118,0.7206618287131689,1.6621914455719622,26.04746791660822
2023-01-06 23:00:00,23,4,6,9.921555607494044,0.5174156739603427,2.6010583127780587,21.350286201591096
2023-01-07 00:00:00,0,5,7,11.46196324324195,-0.20146009690414837,1.7283365122978238,13.798568562880815
2023-01-07 01:00:00,1,5,7,13.27799854628344,0.5302233190013892,3.261663190208408,12.154261594824893
2023-01-07 02:00:00,2,5,7,12.465129738115445,0.7267916074320008,3.0091875883584045,13.899103956524439
2023-01-07 03:00:00,3,5,7,13.417157741841988,1.0981323686032287,3.0956810159143977,14.131537666452315
2023-01-07 04:00:00,4,5,7,16.054149033532617,1.5726422916177247,2.370484664101066,10.9764502762273
2023-01-07 05:00:00,5,5,7,16.328694253672055,1.718117231615739,2.4503344866715944,11.599721742951209
2023-01-07 06:00:00,6,5,7,16.452573299339402,2.2106418921945727,1.5793904037480522,15.786736013566207
2023-01-07 07:00:00,7,5,7,16.378157789935845,2.5910082112243975,2.8930876223891127,17.709887212942647
2023-01-07 08:00:00,8,5,7,14.852182746337231,2.2924827625429134,2.52351758931687,19.884958802440494
2023-01-07 09:00:00,9,5,7,14.969868052087268,3.1564867319299443,2.636000891469975,24.49682516232019
2023-01-07 10:00:00,10,5,7,13.995152922292208,3.2351411875367857,3.308604603166348,27.814881748644254
2023-01-07 11:00:00,11,5,7,11.781824256479764,2.7821886218250396,1.9320397259261126,33.9326651166848
2023-01-07 12:00:00,12,5,7,13.067854960138284,2.778225608211299,2.2199325863682278,33.3114362244203
2023-01-07 13:00:00,13,5,7,10.38181814439271,3.3214853818585532,2.4916200692199193,36.69255731785347
2023-01-07 14:00:00,14,5,7,7.510776951790881,3.2248493432144167,1.7343562730193947,40.35499140136061
2023-01-07 15:00:00,15,5,7,8.323100151694621,3.062832176820703,2.1830582235285148,40.93009945818086
2023-01-07 16:00:00,16,5,7,5.897271759844013,2.468846281586002,2.5913874025748003,40.812293711459915
2023-01-07 17:00:00,17,5,7,7.1595359212906375,2.888839646548573,2.10036475347092,42.8170652117726
2023-01-07 18:00:00,18,5,7,7.360676028000931,2.097820055748801,3.0810111621320857,32.500155492296905
2023-01-07 19:00:00,19,5,7,5.551768999196474,1.983946627016724,1.3890627792044223,35.708607379249614
2023-01-07 20:00:00,20,5,7,7.835329559315657,1.6405118380422816,2.9692802604346236,
2023-01-07 21:00:00,21,5,7,8.079327469997287,1.5356389684847127,2.6923288011842215,22.647409247309124
2023-01-07 22:00:00,22,5,7,9.524140608988015,0.8481587923880489,1.954320363760664,21.084760978179734
2023-01-07 23:00:00,23,5,7,11.804778206134866,0.4982822953574551,1.7409723753566198,14.66778450249212
2023-01-08 00:00:00,0,6,8,11.127399605129778,-0.015425175490816546,1.0474479459491477,16.901779788641846
2023-01-08 01:00:00,1,6,8,11.913146782287763,0.1791364120126981,1.818512508846318,13.978785287104381
2023-01-08 02:00:00,2,6,8,12.983273291507125,0.3660205570869686,2.923923509296417,11.60341157181941
2023-01-08 03:00:00,3,6,8,14.092511342099947,1.2333677396088198,2.261966080527414,
2023-01-08 04:00:00,4,6,8,15.625813030640737,1.3204864609819924,2.9934060445297237,13.980422798674331
2023-01-08 05:00:00,5,6,8,16.543568827394633,2.0216747623152864,1.9236948739198874,12.672199126070195
2023-01-08 06:00:00,6,6,8,16.649478520462665,2.296676487007852,2.7198812123585565,15.589270884379363
2023-01-08 07:00:00,7,6,8,17.029600101614015,2.5683126186938847,1.8651183550439656,18.24124394677011
2023-01-08 08:00:00,8,6,8,15.715916631932748,2.565821643536456,1.7162725125687153,22.41959706749516
2023-01-08 09:00:00,9,6,8,16.3618557042227,3.169190984511723,2.2313411859922128,23.802314248903347
2023-01-08 10:00:00,10,6,8,13.608130887894692,3.1916333653913087,1.8966376095026207,32.760454182197606
2023-01-08 11:00:00,11,6,8,15.387052113234871,2.9421511272896184,1.3699242268722913,35.61739975856662
2023-01-08 12:00:00,12,6,8,11.998455068897654,3.61962767495435,2.186228695864423,38.16724835683335
2023-01-08 13:00:00,13,6,8,9.22153493920376,3.1363328203855736,2.359478766153392,39.039380826105926
2023-01-08 14:00:00,14,6,8,7.801895223071537,2.8298218458136244,3.0566326831922592,40.507423899189526
2023-01-08 15:00:00,15,6,8,8.319726230443097,2.810211772387084,2.8577009225744545,41.99947884410183
2023-01-08 16:00:00,16,6,8,6.819197916884604,2.4746283951156274,3.0275834358343174,38.41832110956372
2023-01-08 17:00:00,17,6,8,7.257159083779398,2.815311263021793,2.7278320153307236,40.87382291173301
2023-01-08 18:00:00,18,6,8,6.846025345706193,2.4830161349368582,2.4951851716646036,37.02321797913581
2023-01-08 19:00:00,19,6,8,6.470329677030432,2.099535234199787,1.5582505724114832,32.58557776924248
2023-01-08 20:00:00,20,6,8,6.19586698414205,1.7131874594555183,2.3855408350557834,
2023-01-08 21:00:00,21,6,8,6.322406590514044,1.476520196813298,2.6536937826931073,28.20439232630849
2023-01-08 22:00:00,22,6,8,8.426272769065625,0.7813538338899781,3.1700802859168804,21.71294559549752
2023-01-08 23:00:00,23,6,8,10.93509128994351,0.5029887184508489,2.7073906413337068,20.30158947551849
2023-01-09 00:00:00,0,0,9,11.757181950773017,-0.16237830607679962,3.005075273799376,19.970437369548435
2023-01-09 01:00:00,1,0,9,11.591444653443428,0.3911008803528399,1.6416464782169795,
2023-01-09 02:00:00,2,0,9,14.216269132493995,0.9263796623638783,2.0649946373472656,11.938319837360153
2023-01-09 03:00:00,3,0,9,15.463939492304387,0.6203988760439761,2.5184556412328853,12.308332629334291
2023-01-09 04:00:00,4,0,9,14.989357789363872,1.4917894603712674,2.9574168274816595,11.542412069976498
2023-01-09 05:00:00,5,0,9,16.526442444033684,2.0001876022453557,2.173708025532771,11.637083847777777
2023-01-09 06:00:00,6,0,9,16.601296925088814,2.269486350604286,2.2113776375466307,17.127126185169754
2023-01-09 07:00:00,7,0,9,15.229747040257532,2.4732128831902127,2.67312939663791,20.741586537260833
2023-01-09 08:00:00,8,0,9,16.231002585913288,2.9163596371997387,1.5853227167490482,29.4156070346483
2023-01-09 09:00:00,9,0,9,15.639406638943784,2.8439402645387757,3.22528794293018,29.212495596077982
2023-01-09 10:00:00,10,0,9,15.126139449818089,2.876972299525654,1.7333635571715118,35.51069432339159
2023-01-09 11:00:00,11,0,9,13.89098548419032,3.4405708363477236,1.109691558900541,37.367977302052495
2023-01-09 12:00:00,12,0,9,10.16541883868572,3.4399929361838613,2.266885418149671,47.43235596603368
2023-01-09 13:00:00,13,0,9,9.311167941215086,3.0839877955692883,3.2799204344614616,45.74234678326373
2023-01-09 14:00:00,14,0,9,9.558123473851474,3.1076148775856223,2.6127170912362887,44.09931632715494
2023-01-09 15:00:00,15,0,9,8.521340251622284,3.1546806766517954,2.7114995388383027,48.173796910901075
2023-01-09 16:00:00,16,0,9,7.728008874026667,2.807336114784393,2.2856766704203912,46.71253474333407
2023-01-09 17:00:00,17,0,9,10.566190565852192,2.669733669713588,2.1694187146734167,43.94092072983585
2023-01-09 18:00:00,18,0,9,7.113978717335979,2.38010292253791,1.3338995912802534,41.07879066720275
2023-01-09 19:00:00,19,0,9,7.849024715378069,1.9033561308595588,0.9052134582936111,37.60133723509184
2023-01-09 20:00:00,20,0,9,8.166962951213822,1.7189164160344919,2.3786086161006406,29.8704268713627
2023-01-09 21:00:00,21,0,9,8.65894555201587,1.0436387155943705,3.0483747296402584,30.37180525094959
2023-01-09 22:00:00,22,0,9,8.727818962002464,0.9152190913461123,2.467325435932962,25.17923295149088
2023-01-09 23:00:00,23,0,9,11.00796220162347,0.4069710595587332,2.635004929267331,20.002293945319614
2023-01-10 00:00:00,0,1,10,10.940106227277205,-0.07214408638305184,3.143050850411275,17.5738382498856
2023-01-10 01:00:00,1,1,10,12.770208060587372,0.17576876556259854,2.390080433892186,14.430115445512298
2023-01-10 02:00:00,2,1,10,13.727567893985672,0.8692898795138881,2.1192272628429794,15.027505922554717
2023-01-10 03:00:00,3,1,10,15.330339487133836,1.2540829251605223,1.7017054396375122,10.586076834338877
2023-01-10 04:00:00,4,1,10,18.357717027410477,1.460542565704955,3.406147860810803,12.61308734416682
2023-01-10 05:00:00,5,1,10,14.67529538066837,1.6633249118293723,2.5087489905197593,13.42543550338585
2023-01-10 06:00:00,6,1,10,17.39919163218929,1.974109139165583,1.6266592934759525,13.880082954636869
2023-01-10 07:00:00,7,1,10,14.929844702070467,2.5330894051198394,1.490119722346809,26.005673434896444
2023-01-10 08:00:00,8,1,10,15.571126594947536,2.8818920607705794,2.944658559184899,24.207028608291793
2023-01-10 09:00:00,9,1,10,16.33741594471488,3.3790142613472094,1.5703553051825558,29.90972342413728
2023-01-10 10:00:00,10,1,10,14.27721146091024,3.1369312176038218,3.3051208175288838,34.41220667036815
2023-01-10 11:00:00,11,1,10,11.929281889398075,2.9039989351866717,0.5389426447731245,41.47414608567946
2023-01-10 12:00:00,12,1,10,10.997627732554808,3.2155560826229626,3.0463774417015372,43.451775912297684
2023-01-10 13:00:00,13,1,10,11.098433965236847,3.4793491252061552,2.4849572097247297,46.883872075870144
2023-01-10 14:00:00,14,1,10,8.48256481009764,3.009403064913675,2.2639769768616755,44.89569308626114
2023-01-10 15:00:00,15,1,10,8.393856125464016,3.2327406579671965,2.0875452620024935,48.5308242779338
2023-01-10 16:00:00,16,1,10,7.428376262796397,2.8557374754932208,3.3272582321839685,46.261486797019444
2023-01-10 17:00:00,17,1,10,6.231701962763617,2.7132803139359227,2.617055638068273,41.97815270589263
2023-01-10 18:00:00,18,1,10,8.856875531140101,2.6747753589326835,1.6508981576902804,38.83282090792681
2023-01-10 19:00:00,19,1,10,7.517221332687445,1.6152464943994778,1.1614743494102224,34.68654784434031
2023-01-10 20:00:00,20,1,10,5.357661836234977,1.8077706947377559,2.2991986509159363,31.85067083444302
2023-01-10 21:00:00,21,1,10,8.363851850651464,1.2274366460529704,2.1921776429051025,28.20672012101911
2023-01-10 22:00:00,22,1,10,8.551144977046386,0.6531219206513247,1.2808995006022457,28.026054863297674
2023-01-10 23:00:00,23,1,10,11.271269551098392,0.40498901207064625,2.1595842077381495,20.809424518226837
2023-01-11 00:00:00,0,2,11,11.08974635999974,0.3381941886303087,1.7501550805373953,20.579450089669947
2023-01-11 01:00:00,1,2,11,13.061625882478147,0.6954205461762061,2.100089901365932,14.687645380368902
2023-01-11 02:00:00,2,2,11,14.887254377412898,0.4493892290259282,2.5300700273709564,15.696423926002208
2023-01-11 03:00:00,3,2,11,16.2835561985353,1.1021292209705036,2.990081828860337,14.429364881163005
2023-01-11 04:00:00,4,2,11,15.012097710298859,1.8297488794963066,2.639849282203488,11.869945087936674
2023-01-11 05:00:00,5,2,11,16.377394994036834,1.9938132127622303,1.661651410483792,15.435291924497022
2023-01-11 06:00:00,6,2,11,16.40732178727149,2.3173622499800826,2.3158649376794322,16.78154628968368
2023-01-11 07:00:00,7,2,11,16.058566997304073,2.2903901631944263,2.1323801332771297,22.09064988499368
2023-01-11 08:00:00,8,2,11,17.977848357635732,2.693494511486029,1.295238487603375,28.188361654962886
2023-01-11 09:00:00,9,2,11,15.822782715326134,2.7608456551712486,2.333455531197279,29.166220084031064
2023-01-11 10:00:00,10,2,11,13.121383144097397,2.8398335436034188,3.2085192631325437,33.837842725211466
2023-01-11 11:00:00,11,2,11,14.094224270999822,3.0027115938130016,2.113971822894118,36.595089813724485
2023-01-11 12:00:00,12,2,11,14.004423295445076,3.096720513275599,1.138006252546675,40.77317498950152
2023-01-11 13:00:00,13,2,11,11.620637133470984,3.1020364967108898,2.112677063047087,52.346897772991944
2023-01-11 14:00:00,14,2,11,7.86289713247843,3.002071094807633,1.3662885409979653,51.557206993706146
2023-01-11 15:00:00,15,2,11,7.862499119633454,3.2365780192615516,2.612679164513688,41.936022117416805
2023-01-11 16:00:00,16,2,11,8.819051228696871,2.6611610389417626,2.4094348554169924,45.64784838919835
2023-01-11 17:00:00,17,2,11,6.344968501368319,2.889292392790083,1.9919698282970695,43.86903361040713
2023-01-11 18:00:00,18,2,11,7.32608652657867,2.2241697424377374,1.8958173008684227,43.45098120625797
2023-01-11 19:00:00,19,2,11,7.827272020416435,2.0860017602690215,1.9671752794125874,34.966010643968346
2023-01-11 20:00:00,20,2,11,6.625209607932166,1.7353986486622066,2.0994805569873076,32.29518149863121
2023-01-11 21:00:00,21,2,11,8.287207836437902,1.0765284780151112,1.63117484757699,28.282958822582447
2023-01-11 22:00:00,22,2,11,6.1409997583633675,0.7839140082626498,1.2618640117810531,26.186916427171024
2023-01-11 23:00:00,23,2,11,9.563784231585544,0.32784258283700474,2.7777352283987042,22.823634160982326
2023-01-12 00:00:00,0,3,12,11.798476847293033,0.07448814256216553,1.7389876159358035,16.940556102347898
2023-01-12 01:00:00,1,3,12,12.097357042233948,0.40596694283915946,2.070454064335465,17.521156698366074
2023-01-12 02:00:00,2,3,12,16.183456302617827,0.7064049067215052,2.1413973725344753,9.888082070422566
